"005-2_S2"	"006-2_S4"	"010-2_S6"	"011-2_S8"	"012-2_S10"	"017-2_S11"	"018-2_S12"	"019-2_S13"	"020-2_S14"	"021-2_S15"	"022-2_S16"	"023-2_S17"	"024-2_S19"	"025-2_S21"	"027-2_S23"	"029-2_S25"	"030-2_S27"	"034-2_S28"	"040-2_S30"	"048-2_S32"	"11639-2_S6"	"11800-2_S15"	"13819-2_S7"	"13839-2_S11"	"18330-2_S5"	"18411-2_S14"	"18437-2_S16"	"192771-2_S13"	"22511-2_S17"	"82281-2_S2"	"8238-2_S9"	"Abass-2_S3"	"Ali-2_S18"	"Balkisu-2_S1"	"cc001-2_S9"	"cc002-2_S10"	"cc003-2_S11"	"cc004-2_S12"	"cc005-2_S13"	"cc006-2_S14"	"cc007-2_S15"	"cc008-2_S16"	"cc009-2_S17"	"cc010-2_S18"	"cc011-2_S19"	"cc012-2_S20"	"cc014-2_S21"	"cc015-2_S22"	"cc016-2_S23"	"cc017-2_S24"	"cc018-2_S25"	"cc019-2_S26"	"cc020-1_S27"	"cc020-2_S27"	"cc021-1_S28"	"cc021-2_S28"	"cc022-1_S29"	"cc022-2_S1"	"KG073-2_S19"	"Mariam-2_S4"	"MGH001-2_S8"	"pz049-2_S20"	"Rafiatu-2_S8"	"Shaatu-2_S10"	"sk052-2_S2"	"sk053-2_S4"	"sk057-2_S6"	"sk085-2_S8"	"sk088-2_S10"	"sk090-2_S12"	"sk094-2_S14"	"sk096-2_S16"	"sk097-2_S18"	"sk101-2_S20"	"sk107-2_S22"	"sk108-2_S24"	"sk119-2_S26"	"sk125-2_S28"	"sk142-2_S30"	"sk150-2_S32"	"sk154-2_S34"	"sk159-2_S36"	"sk162-2_S38"	"sk163-2_S40"	"sk166-2_S1"	"sk177-2_S2"	"sk179-2_S3"	"sk181-2_S4"	"sk189-2_S5"	"sk191-2_S6"	"sk196-2_S7"
0.00223950682688371	0.0033112582781457	0.00227966889469258	0.00259943410549562	0.0026413461757406	0.00257149884841573	0.00170932273861221	0.00231323989658457	0.00260648878523904	0.00257783065635534	0.00247315182032886	0.00197454004831816	0.00247937417176078	0.00179590352133488	0.00238958643385667	0.00214610696197098	0.00238020670216098	0.00215326155794807	0.00243999822545584	0.00193246807510511	0.0021988600934242	0.00232847437083347	0.00250107420529077	0.00205471269860232	0.00207856808428787	0.00213970115291752	0.00221854380761892	0.00231196599679942	0.00419630071361045	0.00221606951344963	0.00235772522613881	0.00229705314585846	0.0030447274754492	0.00195888839346102	0.00204682896573112	0.00214221697597657	0.00236216752492087	0.00193654103977357	0.00214926420597846	0.00367468710585039	0.00204050873592803	0.00219884409388459	0.0033384766446907	0.00188006404347193	0.00291877154999599	0.00307047750229568	0.00254060293359774	0.00269819882501078	0.00297774220316206	0.00297582974241519	0.00290485510219643	0.00287369712785622	0.00252242152466368	0.00270410026993562	0.00295178747130207	0.00226227283010331	0.00227703984819734	0.00262987343399339	0.00398240292338531	0.00225234778625177	0.00278761937305541	0.00209337213450883	0.00211418644577239	0.0026366251198466	0.00334158902386288	0.00238131817483484	0.00287081339712919	0.00249129877266899	0.00267551369863014	0.00286366890532847	0.00339311682016481	0.00302599438550439	0.00376756991740328	0.0037112964795702	0.00380670402876176	0.00388043645305056	0.00308988764044944	0.0029494899840236	0.00318910532666782	0.00231474698936388	0.00299975677647758	0.00284773931514204	0.00299314192723469	0.00313025331864819	0.00173384504490464	0.00217519582547525	0.00203594114772789	0.00236521091349288	0.00203089165814705	0.00239231437529117	0.00222950661621153
0.000553856527078768	0.000853683774834437	0.000973839139480324	0.00066711140760507	0.000796957897852768	0.000737908365197558	0.000970156148942068	0.000839116433074795	0.000960285341930174	0.00123383347654615	0.000579296822779734	0.000813045902248653	0.000940452272047194	0.000750187546886722	0.00081749009579307	0.0010945145506052	0.000939555277168807	0.000785307156428119	0.000865090279934342	0.000652860836184159	0.000769418705990891	0.000747805315442711	0.000851257022870439	0.000806355274160793	0.000635200863634601	0.000610881446980985	0.000728019556904308	0.000782451077148103	0.00165139590820792	0.000815294709886406	0.000725063886748063	0.000795133781258697	0.00158132853038295	0.000716422097864261	0.000868351682431385	0.000819725883664503	0.000732271932725469	0.000943443070658921	0.000679869289646249	0.00120064034151547	0.000753596976337055	0.000827088145406131	0.00108009538504699	0.000739896171947019	0.00107449282335017	0.00100436179981635	0.00141948277784642	0.00147637294198703	0.00164491801111788	0.00150881255198298	0.00180101016336179	0.00146532664357353	0.000840807174887892	0.00181696561997429	0.000983929157100689	0.00080207854885481	0.00113851992409867	0.00122656011483602	0.00174729036950313	0.000767749433731771	0.00125892487815406	0.000735044425053409	0.000703030673533952	0.00078399648449984	0.000864881864999803	0.000576125364879398	0.000779727095516569	0.000622824693167247	0.001212899543379	0.000545460743872089	0.000692472820441798	0.000947901855700171	0.000905665845529633	0.000954333380460908	0.000951676007190441	0.000883663746734286	0.000802568218298555	0.00101388718200811	0.00083318967994024	0.000820416654458086	0.000756695403075426	0.00084031651922224	0.000988027432291061	0.00089849863776013	0.000623404959965713	0.000694211433662312	0.000800803518106303	0.000633206071328802	0.000801304191649858	0.000692512056005339	0.000662826291306129
0.129746911647844	0.00613100165562914	0.0057545040060201	0.00694716017574935	0.0411685679805087	0.040093021175734	0.0145292432782038	0.0201841520388261	0.00361250200059446	0.00299645272875493	0.00525823269907758	0.0160750789816019	0.00818620954986534	0.0652890495351111	0.00381495378036766	0.0121255043351361	0.00369558409019731	0.0616592780240659	0.00530145068985404	0.267777400569295	0.00331834607797019	0.00354055692003445	0.00399685440262025	0.00345239517381436	0.00331616601108768	0.00332267792326165	0.00380869178717306	0.0037471149573977	0.00645799510963434	0.00354023944494298	0.00298138157627875	0.00427163536931755	0.142051545949655	0.00424843313978247	0.0034423941696387	0.00336634096224889	0.00288184438040346	0.003095155337074	0.00342127771563919	0.00349277190259047	0.00331582669588304	0.00319740173285053	0.00367512975171833	0.0031657852602979	0.00359233421537968	0.00456267217630854	0.00320664474655753	0.00308511035463496	0.00320905879847551	0.00305942046551674	0.00328974840323746	0.00341736955745064	0.00448430493273543	0.00371457984449051	0.00295178747130207	0.00449712417135688	0.00227703984819734	0.00281733895372815	0.00601351710925443	0.0032067324414432	0.0335773249644803	0.00446614712064615	0.00312797705470903	0.0138322946628316	0.003616778708181	0.0039176524811799	0.00404040404040404	0.00296757647920865	0.00288955479452055	0.00497732928783282	0.00495118066615885	0.00328119873126982	0.00304303724097957	0.00367595079881239	0.00271403898346904	0.00626248655294298	0.0175762439807384	0.00411699643603294	0.00407975636384531	0.00348677078144686	0.00626976191119639	0.00487850423659578	0.00369057305591073	0.00330415628079532	0.00375991116479321	0.00336692545326222	0.00332537054128889	0.00314740664866375	0.00256969964908403	0.00343737802344468	0.00391670081226349
0.0108604040744576	0.00134519867549669	0.00365189677305122	0.00554392583561455	0.0481590272559601	0.0143109501129223	0.00706828051372078	0.00721186555994013	0.00153188375974575	0.00154229184568268	0.00343121964261842	0.0385151458836647	0.0123327491129825	0.0734501807269999	0.00129959963946591	0.0126405700060091	0.00279778682534711	0.0200633312222926	0.00348254292178697	0.0712924033113102	0.00114865825775891	0.00113765642775882	0.00134579681710946	0.00115876239397921	0.00113024003435453	0.00104722533768169	0.00097707887900315	0.00113239150863645	0.00353015791971982	0.00105058110267242	0.00120674968563664	0.00121920513126333	0.00166173506582615	0.00130258563248047	0.000992401922778725	0.0010383194526417	0.00107478622383899	0.00105930450038896	0.00103076956817334	0.00112787426021151	0.00133328695813479	0.00121037289571629	0.00129050357693926	0.00120081509873369	0.0017320182824152	0.0843376951331497	0.00137427631995323	0.00151710047142115	0.00162288785918327	0.00134163110577988	0.00157951496181931	0.00148086014156194	0.00112107623318386	0.00157501980634847	0.000655952771400459	0.00115170253168896	0.00303605313092979	0.00126940937648968	0.00154329200149008	0.001187678682016	0.0260777296189055	0.0012508650742137	0.00114115123820004	0.00698106423777565	0.0018083893540905	0.00126747580273468	0.00187843345738083	0.0012090126396776	0.00114155251141553	0.00300003409129649	0.00290838584585555	0.0010572751467425	0.00112302564845675	0.00127244450728121	0.0011279123048183	0.00180574765637006	0.00148475120385233	0.00162836426201303	0.00149399528816871	0.00120132438688505	0.00221603653757803	0.00130715902990126	0.00104614669301406	0.000985450118833691	0.00101303305994428	0.00107602772217658	0.00134372115750041	0.00109879877083527	0.00102235362382913	0.00130947734226464	0.00130154980838294
0.0379752931827486	0.00393211920529801	0.00737019166924882	0.00950058659796186	0.0630962952842863	0.0264528968493549	0.021528226924143	0.021068626116932	0.00326954294990511	0.00312864917267059	0.00784278775455639	0.0865080839992566	0.0137434275210533	0.0885675964445657	0.00362630221980003	0.0194008069362177	0.00471865539200334	0.0293603546548448	0.00388181535867974	0.0895202778575719	0.00290264118468602	0.00351574821288706	0.00421574906564408	0.0039839923545574	0.00334300548419901	0.00333560663113427	0.00324926623292028	0.00355445112433108	0.00324694751034117	0.00303683599991245	0.00352391189713219	0.00361785870472707	0.00357005017367812	0.00308111601529035	0.00279113040781517	0.00295101318119221	0.00287003354277885	0.00297929390734396	0.0033774151808233	0.00361404870476375	0.00274773051372126	0.0027939441009451	0.00301585075045588	0.00282616078792878	0.0025980274236228	0.0896177685950413	0.0030559565535802	0.00297310964869112	0.00293368189929283	0.00310121582706751	0.00354755429355739	0.00308081043436838	0.00280269058295964	0.00347737806642599	0.00229583469990161	0.00184409512514482	0.00265654648956357	0.00255488722609949	0.00138364110478421	0.0036224199801488	0.0476053450353398	0.0027510434621882	0.00348458681664654	0.0110957973793544	0.00326296339977199	0.00407128591181441	0.00336700336700337	0.0023813885326983	0.00338898401826484	0.00439777724746872	0.00422408420469497	0.00357286084071603	0.00249963773366179	0.00392337056411706	0.00310175883825033	0.00426463808206547	0.0050561797752809	0.00350251935602802	0.00321783600528644	0.00316446423862404	0.00454017241845256	0.00385145071310193	0.00377775194699523	0.00286939887542751	0.0146694979641932	0.00286940725913756	0.00256528584613714	0.00316603035664401	0.00269403995468487	0.00329887561224361	0.00309720648846682
0.199918125556867	0.00882139900662252	0.0241689168252844	0.0245220951898967	0.256734294236856	0.159298763444467	0.106093504573593	0.0297319363178664	0.0111347371790475	0.00680811686165642	0.0143932979813734	0.188928637799665	0.0722224597101697	0.24578871990725	0.00536608883392374	0.0892995106876127	0.0172043010752688	0.302444585180494	0.0241559824320128	0.268195231504453	0.00250881549631153	0.00345195439450806	0.00474271769884959	0.0041273444032971	0.00352491746862018	0.00308026465065015	0.00310749400341786	0.00343256176055424	0.153783252292608	0.00282890849000854	0.00368109357887478	0.00434231392765166	0.0173892533985162	0.00530052153524747	0.00277562412777175	0.00365051260191925	0.00276373600415742	0.00248274492278663	0.00344320898304713	0.00276511108955079	0.00319988869952349	0.00351008139757724	0.00300182353766307	0.00298384357867158	0.00218106005933766	0.00550964187327824	0.00275759393148509	0.00308511035463496	0.00276845575978322	0.0028253664408324	0.00332969016089266	0.00272871781329771	0.00252242152466368	0.00446888149873571	0.00623155132830436	0.191998409553647	0.00341555977229602	0.00280127048060803	0.0012151207138169	0.00385147229739474	0.0559322338722731	0.00260489427825945	0.0026694787893608	0.0159495845317993	0.00707630616818021	0.00361038561991089	0.00485557327662591	0.0035171276790621	0.00378139269406393	0.0343640268639416	0.00467419153798213	0.00364577636807758	0.00289813070569483	0.00441821009472642	0.00310175883825033	0.0161364684186261	0.0256821829855538	0.0330588669042645	0.00442452450726886	0.00307656245421782	0.00729670567251304	0.00413155621950935	0.00302220155759619	0.00353602689699148	0.173676725565448	0.00339006583438429	0.00272816113795537	0.00413446317161747	0.00252825288055041	0.00448244167159819	0.00412157439321266
0.0386013918655333	0.00263865894039735	0.00595369837545925	0.00825837914931794	0.0527813830635062	0.026609422866215	0.0187332532569528	0.0203655826189504	0.00329240688661774	0.00229140502787142	0.0063054231094871	0.073847797807099	0.0106442098063523	0.0673577485280411	0.00228478001131909	0.0191432741007812	0.00384173713331245	0.0107156428119063	0.00319417949514219	0.076201916799415	0.00179774133674649	0.00234619487593874	0.00221326825946314	0.00439612949468403	0.0123193181580964	0.0020168784281277	0.00233732594585067	0.00227264684719399	0.00223776112199189	0.00212852108822693	0.00211434713827932	0.0402072648723148	0.00361293365924782	0.00185868949865483	0.00231043572646922	0.00182525630095963	0.00220862663580101	0.00215171226641508	0.00256595828672939	0.00238915300281362	0.00205210253556398	0.00198702883713424	0.0024828166643288	0.00223181796128281	0.00559698500521209	0.00935491276400367	0.00186250606519977	0.00174788980488119	0.00189092137438775	0.00174286657666732	0.00175743733682884	0.00182777492996981	0.00224215246636771	0.00243843427850335	0.00196785831420138	0.0181941578518006	0.00303605313092979	0.0018532305665208	0.637601333971937	0.00219296385215097	0.0383252702192328	0.00212346167237651	0.00196135369065632	0.00860398689677213	0.00216220466249951	0.00230450145951759	0.00216197058302321	0.00186847407950174	0.00206906392694064	0.00235229945794839	0.00245827851256838	0.00182288818403879	0.00192001159252282	0.0027923087798671	0.00190335201438088	0.0791839557399723	0.00252808988764045	0.00310310925402482	0.00195368614606677	0.00199244044654106	0.00218901170175391	0.00238089680446301	0.0016854585609671	0.00205785171874094	0.0254232335236017	0.00189751125201032	0.00210380585265215	0.00195548933792718	0.00212760078472548	0.00236713211870916	0.00225360939044084
0.0272352927011342	0.00209540562913907	0.00382895843477491	0.00552092199397299	0.0252294100234533	0.0251336061358199	0.00778434814746373	0.0131763958815258	0.00306376751949151	0.00207107762134532	0.00639454569760706	0.0127764356067645	0.0144487667250887	0.0457387074041238	0.00190747689018383	0.0107090737402352	0.00377910011483453	0.0174034198860038	0.00401490617097733	0.04640534823597	0.0019873611126305	0.00220797493611758	0.00239162687377885	0.002598255883407	0.00232012334228976	0.00220111251531244	0.00207293989623805	0.00205245960940357	0.00207820596177856	0.00191512180174659	0.00199772847117998	0.00245166249221432	0.00344676015266521	0.00194385855924009	0.00244999224685998	0.00177060790871533	0.00212595077242878	0.00201929920386646	0.00212733293857052	0.00204957795672844	0.00170428854648534	0.00186599154756261	0.00218824519567962	0.00203774683421474	0.00205276240878839	0.00163567493112948	0.00191374005081206	0.00206352815799566	0.00192029491030056	0.00209812714984891	0.00242192294145628	0.00201417690583076	0.00196188340807175	0.00217751232263237	0.00196785831420138	0.00203604554709298	0.0015180265654649	0.00163362810054579	0.00180937682933319	0.00214206333720743	0.0382893009369998	0.00257910324580143	0.00211928087094293	0.00979246564397571	0.00251601997090852	0.0026117683207866	0.00287081339712919	0.00249129877266899	0.00178367579908676	0.00248866464391641	0.00270064399972301	0.00200517700244267	0.00235473119837705	0.00208539516471087	0.00232631912868774	0.00280467189180882	0.00317014446227929	0.00251935602802015	0.0021835315750158	0.00187523806733277	0.00264843391076399	0.00256763380873462	0.00244100895036615	0.00208683554576546	0.00362354132980071	0.00223304677828044	0.00195450350181877	0.00162026259428252	0.00143682130916526	0.00219085632263507	0.00247053435850466
0.00375659209670817	0.00465645695364238	0.00515692089770262	0.00579696809367164	0.0118177471138739	0.00666353614632947	0.00656010348332255	0.00573774209643035	0.00457278734252464	0.00478110472161632	0.0060826166391872	0.00757294183237316	0.00574958320865216	0.010752688172043	0.00366822478881506	0.00596617735427934	0.00453074433656958	0.00744775174160861	0.00534581429395324	0.0111769775154728	0.00384344699580284	0.00508578496521465	0.00494945154726098	0.00462907657388604	0.00473865808598771	0.00451535122451024	0.00464016675479535	0.0049384851904423	0.00378943505506647	0.00466195364310884	0.00452784650955259	0.00502259505161743	0.00380590934431151	0.00447889059783671	0.00477593425337262	0.00380352810020329	0.0048896867765862	0.0047172153532946	0.00375024672675834	0.00477830600562724	0.00368682828423359	0.00435734242457864	0.00433440875298078	0.00439085924991509	0.00399326437334616	0.00312786960514233	0.00420721434792698	0.00458863498291141	0.00445743407477034	0.00437179481821108	0.00468770992116949	0.0042717119468133	0.00588565022421525	0.00505714190833574	0.00590357494260413	0.00267359516284937	0.00531309297912713	0.00423136458829894	0.00398240292338531	0.00486524088668697	0.0284157329640487	0.00548489290273772	0.00491612028956713	0.0108860658357303	0.00495341431772615	0.00518512828391458	0.00443026758816233	0.00399340538560176	0.0045662100456621	0.00545460743872089	0.00578214805068901	0.00393743847752379	0.00507172873496595	0.00512512370988265	0.00468788551690106	0.00487936068848932	0.00533707865168539	0.0058375322600467	0.00502786875826007	0.00433648803070702	0.00521579331405562	0.00497187273873159	0.00424270603277926	0.00440554170772709	0.00362354132980071	0.00382973307570376	0.0041804658233346	0.00404134463171617	0.00414467685336133	0.00395361428337593	0.00515799368507315
0.034315023960315	0.00336299668874172	0.00548891151343455	0.00775229463320375	0.0418061342987909	0.0176427181860871	0.0175321075487388	0.0185059191726766	0.00381827743100807	0.00231343776852403	0.00610489728621719	0.0677383385987735	0.00936177488992434	0.0656527768305713	0.00211708973525898	0.0172761610438664	0.00419668023802067	0.0173527549081697	0.00306108868284459	0.0686809599665735	0.00175762946107872	0.00218671032999125	0.00212408895230529	0.00219806474734201	0.00184595931732309	0.00197809230450986	0.00197331616739852	0.00200527662987705	0.00142801868390926	0.00228173083236665	0.00190139131140226	0.00221312235783671	0.137157468159012	0.00164326187482152	0.00162815940455885	0.00213128729752771	0.00194878820805972	0.00180412797722495	0.00184222646226725	0.00237702532259629	0.00206369633519993	0.00228962206106331	0.00265114321784261	0.00196497016156421	0.00230935770988694	0.00175045913682277	0.00201018049431755	0.0021619530207948	0.00202310228599543	0.00206469086060829	0.00222947629093576	0.00208666656311001	0.00168161434977578	0.00204467932691623	0.0032797638570023	0.0012408223704506	0.00189753320683112	0.00207283303249581	0.000931296897450907	0.00190876931038286	0.0265992842112836	0.00346029685478359	0.00191550386412149	0.00351050655161393	0.00294846090340842	0.00284221846673836	0.0025872762714868	0.00197838431947243	0.00217608447488584	0.00293185149831248	0.00245827851256838	0.00200517700244267	0.00224605129691349	0.00282765446062491	0.00158612667865073	0.0020746887966805	0.00268860353130016	0.00248863217401991	0.00192495546744814	0.00193383925693692	0.00213496203010567	0.00231087042786116	0.00203417412530513	0.00197090023766738	0.0134811322592585	0.00189751125201032	0.00173733644606113	0.00204860787782848	0.00164405515183333	0.00207753616801602	0.00239822603581672
